"k","model","o","p"
2,"hier_rf",4.06044301054642,3.42502536591503
2,"hier_rf",2.484906649788,2.73193938308859
2,"hier_rf",4.14313472639153,3.25428643877401
2,"hier_rf",1.79175946922805,1.66385226773855
2,"hier_rf",2.07944154167984,2.75274964370322
2,"hier_rf",2.19722457733622,2.13662713353022
2,"hier_rf",4.68213122712422,3.90611482402337
2,"hier_rf",2.484906649788,2.16645550127745
2,"hier_rf",3.09104245335832,2.86436172423294
2,"hier_rf",3.13549421592915,3.13786232439473
2,"hier_rf",2.484906649788,2.06614764963322
2,"hier_rf",3.13549421592915,3.16587472727417
2,"hier_rf",2.63905732961526,3.17225634597676
2,"hier_rf",3.87120101090789,3.63174947301257
2,"hier_rf",5.01727983681492,4.44404977639176
2,"hier_rf",4.29045944114839,4.05434230593377
2,"hier_rf",2.94443897916644,3.11574302144282
2,"hier_rf",4.30406509320417,3.42362931214451
2,"hier_rf",3.87120101090789,3.52082961908983
2,"hier_rf",2.83321334405622,4.17265689495454
2,"hier_rf",2.56494935746154,2.57766560016248
2,"hier_rf",3.76120011569356,4.02187978734214
2,"hier_rf",3.87120101090789,3.98946200252936
2,"hier_rf",4.39444915467244,4.25626261365739
2,"hier_rf",3.04452243772342,2.88723794210472
2,"hier_rf",2.56494935746154,2.03401450402791
2,"hier_rf",2.94443897916644,2.6252641580452
2,"hier_rf",4.53259949315326,4.24774325109723
2,"hier_rf",2.07944154167984,2.19305606834959
2,"hier_rf",2.99573227355399,2.63814431290216
2,"hier_rf",1.94591014905531,2.08983634681484
2,"hier_rf",2.63905732961526,2.35947031679016
2,"hier_rf",4.86753445045558,3.90905722123856
2,"hier_rf",1.38629436111989,2.08185930133668
2,"hier_rf",2.39789527279837,3.36078122888621
2,"hier_rf",5.28066243130932,3.03226164832603
2,"hier_rf",3.97029191355212,3.55981895339033
2,"hier_rf",1.94591014905531,2.18160435039881
2,"hier_rf",2.94443897916644,3.09988060421626
2,"hier_rf",2.07944154167984,2.45997308257803
2,"hier_rf",1.6094379124341,2.22927907455978
2,"hier_rf",1.6094379124341,2.71387930085637
2,"hier_rf",2.39789527279837,2.32686445795625
2,"hier_rf",0.182321556793955,1.53567357800162
2,"hier_rf",3.76120011569356,2.97104365357913
2,"hier_rf",2.484906649788,2.59236463869304
2,"hier_rf",2.63905732961526,2.29479899689458
2,"hier_rf",2.94443897916644,2.49408517161665
2,"hier_rf",-0.510825623765991,1.92029230973022
2,"hier_rf",2.99573227355399,2.41277528524159
2,"hier_rf",4.26267987704132,3.59608273338749
2,"hier_rf",1.6094379124341,2.31250550916406
2,"hier_rf",2.70805020110221,3.09801216587027
2,"hier_rf",2.94443897916644,2.14727338278445
2,"hier_rf",3.09104245335832,3.62940855336688
2,"hier_rf",4.26267987704132,3.46105394042784
2,"hier_rf",1.94591014905531,2.25034103485687
2,"hier_rf",2.07944154167984,2.02293229550786
2,"hier_rf",2.07944154167984,2.52287809696673
2,"hier_rf",2.56494935746154,2.36217413014275
2,"hier_rf",2.39789527279837,2.75730725580857
2,"hier_rf",1.79175946922805,2.34454495177402
2,"hier_rf",1.79175946922805,2.17597218296821
2,"hier_rf",2.77258872223978,3.58084463599705
2,"hier_rf",1.79175946922805,3.26811743511365
2,"hier_rf",2.484906649788,2.09131096992647
2,"hier_rf",1.6094379124341,2.01872035904907
2,"hier_rf",2.63905732961526,2.36746808947341
2,"hier_rf",2.07944154167984,2.54821430977016
2,"hier_rf",2.07944154167984,2.00919909104942
2,"hier_rf",2.484906649788,2.46567005787221
2,"hier_rf",2.07944154167984,2.30497138781041
2,"hier_rf",2.99573227355399,2.66060059914301
2,"hier_rpart",3.25809653802148,2.62221143199535
2,"hier_rpart",2.484906649788,2.62221143199535
2,"hier_rpart",4.27666611901606,2.22740668891514
2,"hier_rpart",2.30258509299405,2.62221143199535
2,"hier_rpart",2.89037175789616,2.22740668891514
2,"hier_rpart",1.09861228866811,2.22740668891514
2,"hier_rpart",3.04452243772342,2.22740668891514
2,"hier_rpart",2.484906649788,2.22740668891514
2,"hier_rpart",2.63905732961526,2.22740668891514
2,"hier_rpart",2.484906649788,2.22740668891514
2,"hier_rpart",3.04452243772342,2.22740668891514
2,"hier_rpart",2.07944154167984,2.22740668891514
2,"hier_rpart",1.6094379124341,2.62221143199535
2,"hier_rpart",1.38629436111989,2.62221143199535
2,"hier_rpart",3.71357206670431,3.70621424947188
2,"hier_rpart",2.56494935746154,2.22740668891514
2,"hier_rpart",3.36729582998647,2.22740668891514
2,"hier_rpart",1.94591014905531,3.70621424947188
2,"hier_rpart",2.07944154167984,2.22740668891514
2,"hier_rpart",1.09861228866811,2.62221143199535
2,"hier_rpart",1.6094379124341,2.62221143199535
2,"hier_rpart",2.07944154167984,2.22740668891514
2,"hier_rpart",2.63905732961526,2.22740668891514
