"o","p","region","k","model"
3.25809653802148,2.94819536314195,"2.96704993909177",3,"STK"
3.13549421592915,2.92955465632424,"2.96704993909177",3,"STK"
3.58351893845611,3.03151150799797,"2.96704993909177",3,"STK"
2.70805020110221,2.85761313682222,"3.36163499440395",3,"STK"
2.77258872223978,2.92310616168582,"2.96704993909177",3,"STK"
2.83321334405622,2.83233526847185,"3.36163499440395",3,"STK"
4.60517018598809,3.744165069614,"3.83111133596462",3,"STK"
4.17438726989564,3.744165069614,"3.83111133596462",3,"STK"
3.20558793054127,3.73497676642994,"3.83111133596462",3,"STK"
2.63905732961526,2.74148047391294,"3.36163499440395",3,"STK"
2.484906649788,3.01385796132382,"2.96704993909177",3,"STK"
2.77258872223978,2.95139242982221,"2.96704993909177",3,"STK"
4.15888308335967,3.73554322475834,"3.83111133596462",3,"STK"
3.09104245335832,3.06810774158716,"2.96704993909177",3,"STK"
4.47163879336357,3.744165069614,"3.83111133596462",3,"STK"
3.71357206670431,3.20170262918724,"3.36163499440395",3,"STK"
3.71357206670431,3.744165069614,"3.83111133596462",3,"STK"
2.99573227355399,3.744165069614,"3.83111133596462",3,"STK"
2.484906649788,2.9923269668598,"2.96704993909177",3,"STK"
3.2188758248682,3.04507939642988,"2.96704993909177",3,"STK"
3.66356164612965,3.744165069614,"3.83111133596462",3,"STK"
3.09104245335832,3.11351841542702,"2.96704993909177",3,"STK"
2.83321334405622,3.11721580606845,"2.96704993909177",3,"STK"
2.83321334405622,3.08559307146619,"2.96704993909177",3,"STK"
2.83321334405622,3.10976789473276,"2.96704993909177",3,"STK"
2.99573227355399,3.09865700577164,"3.36163499440395",3,"STK"
3.29583686600433,3.09897650261108,"2.96704993909177",3,"STK"
3.29583686600433,3.08056392964504,"2.96704993909177",3,"STK"
3.17805383034795,3.1065762319502,"2.96704993909177",3,"STK"
3.29583686600433,3.2637927136627,"3.36163499440395",3,"STK"
3.63758615972639,3.744165069614,"3.83111133596462",4,"STK"
5.37063802812766,3.10059430637507,"2.96704993909177",4,"STK"
3.40119738166216,3.69779432722591,"3.83111133596462",4,"STK"
2.99573227355399,3.0936125605668,"2.96704993909177",4,"STK"
3.52636052461616,3.17438908858544,"2.96704993909177",4,"STK"
2.19722457733622,3.744165069614,"3.83111133596462",4,"STK"
3.40119738166216,3.19365849776259,"2.96704993909177",4,"STK"
3.25809653802148,3.06193466741563,"2.96704993909177",4,"STK"
3.40119738166216,3.05475185375274,"2.96704993909177",4,"STK"
3.46573590279973,3.19263131744782,"2.96704993909177",4,"STK"
3.61091791264422,3.744165069614,"3.83111133596462",4,"STK"
3.52636052461616,3.0392509360348,"2.96704993909177",4,"STK"
2.89037175789616,3.05556562062621,"2.96704993909177",4,"STK"
2.77258872223978,3.744165069614,"3.83111133596462",4,"STK"
2.89037175789616,3.20873314943659,"2.96704993909177",4,"STK"
3.8286413964891,3.744165069614,"3.83111133596462",4,"STK"
2.89037175789616,3.03277368756365,"2.96704993909177",4,"STK"
2.63905732961526,3.07711989515055,"3.04579008992415",4,"STK"
4.28358656186063,3.49472378106725,"3.63486590383488",4,"STK"
3.17805383034795,3.00107031775671,"2.96704993909177",4,"STK"
2.70805020110221,3.19840626213514,"3.04579008992415",4,"STK"
4.31748811353631,3.52362584517233,"3.63486590383488",4,"STK"
2.77258872223978,3.44497746000514,"3.63486590383488",4,"STK"
3.17805383034795,3.28244421536664,"3.63486590383488",4,"STK"
3.09104245335832,3.744165069614,"3.83111133596462",4,"STK"
1.94591014905531,3.21308802357516,"3.04579008992415",4,"STK"
2.63905732961526,3.7575366564214,"3.63486590383488",4,"STK"
2.99573227355399,3.00998980509427,"2.96704993909177",4,"STK"
3.78418963391826,3.744165069614,"3.83111133596462",4,"STK"
2.39789527279837,3.04053745181294,"3.63486590383488",4,"STK"
2.63905732961526,2.99017280417486,"2.96704993909177",4,"STK"
4.56434819146784,3.98052458678848,"3.83111133596462",4,"STK"
4.23410650459726,3.02879476413692,"2.96704993909177",4,"STK"
4.64439089914137,4.1035093965656,"3.83111133596462",4,"STK"
4.96284463025991,4.10802180756595,"3.83111133596462",4,"STK"
3.17805383034795,3.744165069614,"3.83111133596462",4,"STK"
3.36729582998647,3.14627131981237,"3.04579008992415",4,"STK"
3.09104245335832,2.9693611710779,"2.96704993909177",4,"STK"
4.06044301054642,4.3111447478013,"3.63486590383488",4,"STK"
3.87120101090789,3.56235304864205,"3.63486590383488",4,"STK"
3.68887945411394,3.744165069614,"3.83111133596462",4,"STK"
3.29583686600433,2.86243497291389,"3.63486590383488",4,"STK"
4.43081679884331,4.49179476305372,"3.63486590383488",4,"STK"
4.96284463025991,4.4607771686862,"3.63486590383488",4,"STK"
3.40119738166216,3.46933349062241,"3.63486590383488",4,"STK"
3.63758615972639,3.53153395142777,"3.63486590383488",4,"STK"
3.3322045101752,2.93150685358473,"2.96704993909177",4,"STK"
1.6094379124341,2.95039105772758,"3.04579008992415",4,"STK"
3.78418963391826,3.744165069614,"3.83111133596462",4,"STK"
2.77258872223978,2.97017271483832,"2.96704993909177",4,"STK"
3.17805383034795,2.98556953055085,"3.04579008992415",4,"STK"
4.11087386417331,3.81426264653501,"3.63486590383488",4,"STK"
3.17805383034795,2.92652718620324,"2.96704993909177",4,"STK"
